#{"t_start": 1743754411.2811239, "env_id": "sneaky_enemies"}
r,l,t
6.0,12,34.893964
4.0,20,34.918112
3.0,23,34.944757
2.0,19,34.967907
8.0,15,34.985986
4.0,23,35.012674
3.0,6,35.0212
4.0,15,35.040287
4.0,12,35.054329
9.0,18,35.076508
7.0,15,35.094587
3.0,4,35.09962
6.0,13,35.127724
4.0,12,35.145766
5.0,14,35.163286
4.0,19,35.186462
4.0,16,35.206508
2.0,12,35.223022
4.0,6,35.230223
3.0,11,35.244302
1.0,7,35.253309
5.0,15,35.272097
3.0,11,35.285117
3.0,15,35.303254
3.0,7,35.311831
4.0,19,35.334479
4.0,9,35.346013
8.0,19,35.370071
11.0,25,35.404196
3.0,11,35.421238
3.0,17,35.444781
10.0,20,35.469896
3.0,15,35.488041
3.0,12,35.5081
4.0,17,35.533133
7.0,14,35.549868
10.0,45,35.604711
2.0,7,35.612713
3.0,5,35.620258
9.0,13,35.63537
3.0,9,35.64694
4.0,15,35.66505
8.0,15,35.682619
10.0,22,35.71033
8.0,11,35.724347
9.0,14,35.740955
7.0,14,35.758102
4.0,8,35.767674
10.0,38,35.813296
3.0,8,35.822866
9.0,26,35.854628
2.0,7,35.862638
2.0,3,35.868155
10.0,20,35.893272
4.0,19,35.917422
5.0,13,35.933959
3.0,7,35.944785
4.0,26,35.977447
7.0,26,36.009527
3.0,11,36.023076
2.0,15,36.041215
4.0,13,36.05733
3.0,5,36.064329
7.0,18,36.086012
3.0,6,36.092981
3.0,23,36.120399
2.0,11,36.134517
5.0,11,36.147094
2.0,7,36.156657
3.0,4,36.161658
2.0,3,36.166142
5.0,7,36.174716
8.0,15,36.192281
2.0,7,36.200858
5.0,15,36.218527
7.0,26,36.25018
11.0,40,36.299412
8.0,15,37.420617
2.0,7,37.434142
4.0,14,37.456486
7.0,11,37.472028
3.0,12,37.488803
11.0,25,37.524108
4.0,12,37.538682
3.0,23,37.570252
3.0,15,37.589334
3.0,7,37.599847
2.0,8,37.609959
4.0,9,37.620534
8.0,15,37.638672
7.0,14,37.65656
4.0,26,37.687246
5.0,19,37.709953
10.0,30,37.745181
10.0,143,37.911495
8.0,18,37.932549
11.0,27,37.965678
3.0,6,37.972708
11.0,37,38.017033
4.0,9,38.02861
4.0,7,38.037182
4.0,27,38.069832
3.0,7,38.07837
9.0,14,38.096373
8.0,14,38.112335
6.0,33,38.152683
3.0,11,38.166589
5.0,13,38.182129
4.0,20,38.206236
3.0,13,38.221583
5.0,16,38.241503
2.0,15,38.25923
11.0,15,38.277942
9.0,13,38.294113
2.0,3,38.299271
